,Rank, ,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
1339,"1,340",up,FEMX,Fidelity Gem Trading Managed Units FP,$4.80,+0.01,+0.21%,$21.28 M,+14.29%
1340,"1,341",down,KIS,King Island,$0.081,-0.004,-4.71%,$21.22 M,+116.54%
1341,"1,342",no change,EVZ,EVZ Limited,$0.22,0.00,0.00%,$21.15 M,-33.33%
1342,"1,343",no change,PIO,Pioneer Res Limited,$0.014,0.00,0.00%,$21.10 M,-36.36%
1343,"1,344",up,PXX,Polarx Limited,$0.066,+0.006,+10.00%,$21.07 M,-34.00%
1344,"1,345",no change,MRP,Macphersons Resource,$0.06,0.00,0.00%,$21.06 M,-39.39%
1345,"1,346",up,E2M,E2 Metals,$0.275,+0.01,+3.77%,$21.01 M,+183.51%
1346,"1,347",down,MGU,Magnum Mining & Exp,$0.075,-0.005,-6.25%,$20.97 M,+15.39%
1347,"1,348",down,RCE,Recce Pharmaceutical,$0.195,-0.01,-4.88%,$20.89 M,+2.63%
1348,"1,349",down,RGS,Regeneus Limited,$0.10,-0.005,-4.76%,$20.89 M,-16.67%
1349,"1,350",down,PM8,Pensana Metals Limited,$0.017,-0.001,-5.56%,$20.61 M,-15.00%
1350,"1,351",no change,AGR,Aguia Res Limited,$0.125, 0.00,0.00%,$20.53 M,-45.65%
1351,"1,352",down,FTZ,Fertoz Limited,$0.16,-0.02,-11.11%,$20.49 M,-11.11%
1352,"1,353",no change,ENR,Encounter Resources,$0.078,0.00,0.00%,$20.47 M,+9.86%
1353,"1,354",up,ICI,Icandy Interactive,$0.061,+0.008,+15.09%,$20.43 M,+48.78%
1354,"1,355",no change,OIL,Optiscan Imaging,$0.047,0.00,0.00%,$20.34 M,-30.88%
1355,"1,356",up,KPO,Kalina Power Limited,$0.028,+0.001,+3.70%,$20.30 M,+12.00%
1356,"1,357",no change,VIP,VIP Gloves,$0.036,0.00,0.00%,$20.29 M,-28.00%
1357,"1,358",no change,TTB,Total Brain Limited,$0.026,0.00,0.00%,$20.19 M,-34.75%
1358,"1,359",no change,EINC,Betalm Equity Income Trading Managed Units FP,$8.13,0.00,0.00%,$20.15 M,-1.10%
1359,"1,360",no change,CGA,Contango Asset,$0.41,0.00,0.00%,$20.12 M,-25.46%
1360,"1,361",no change,JIP,Jack-in Group Limited Chess Depositary Interests 1:1,$0.05,0.00,0.00%,$20.11 M,0.00%
1361,"1,362",down,KKT,Konekt Limited,$0.19,-0.01,-5.00%,$20.10 M,-43.28%
1362,"1,363",no change,SIT,Site Group Int Limited,$0.029,0.00,0.00%,$20.02 M,-3.33%
1363,"1,364",no change,AZV,AZURE Healthcare Limited,$0.086,0.00,0.00%,$20.01 M,+32.31%
1364,"1,365",up,EX1,Exopharm Limited,$0.475,+0.025,+5.56%,$19.89 M,-8.65%
1365,"1,366",up,BD1,BARD1 Life Sciences,$0.02,+0.001,+5.26%,$19.89 M,+2.22%
1366,"1,367",no change,MED,Merlin Diamonds Limited,$0.006,0.00,0.00%,$19.83 M,0.00%
1367,"1,368",no change,ANR,Anatara LS Limited,$0.40,0.00,0.00%,$19.77 M,-71.63%
1368,"1,369",no change,RDM,Red Metal Limited,$0.093,0.00,0.00%,$19.74 M,-22.50%
1369,"1,370",down,CZR,Coziron Resources,$0.011,-0.003,-21.43%,$19.64 M,-54.17%
1370,"1,371",no change,AXP,Airxpanders Inc Chess Depository Interests 1:3,$0.035,0.00,0.00%,$19.55 M,-64.93%
1371,"1,372",no change,NTL,New Talisman Gold,$0.009,0.00,0.00%,$19.48 M,-35.71%
1372,"1,373",no change,RENT,Ampcap Global Prop Trading Managed Fund Units FP,$2.81,0.00,0.00%,$19.47 M,+14.69%
1373,"1,374",no change,BGH,Bligh Resources Limited,$0.068,0.00,0.00%,$19.44 M,+94.29%
1374,"1,375",no change,SWF,Selfwealth,$0.13,0.00,0.00%,$19.44 M,-6.25%
1375,"1,376",up,ERG,Eneco Refresh Limited,$0.071,+0.001,+1.43%,$19.34 M,+9.23%
1376,"1,377",no change,TNO,Tando Resources,$0.10,0.00,0.00%,$19.28 M,-50.07%
1377,"1,378",down,HOT,Hotcopper Holdings,$0.18,-0.005,-2.70%,$19.26 M,-25.00%
1378,"1,379",no change,P2P,P2P Transport,$0.23,0.00,0.00%,$19.23 M,-82.24%
1379,"1,380",no change,AYF,Australian Enhanced Units FP,$5.80,0.00,0.00%,$19.20 M,-1.53%
1380,"1,381",no change,WEMG,SPDR Emerging MKTS ETF Units FP,$22.15,0.00,0.00%,$19.12 M,+0.18%
1381,"1,382",no change,FCG,Frontier Capital Group,$0.08,0.00,0.00%,$19.10 M, 0.00%
1382,"1,383",down,LKE,Lake Resources,$0.049,-0.002,-3.92%,$19.08 M,-57.39%
1383,"1,384",up,FOOD,Beta Global Agri ETF Units FP,$5.57,+0.03,+0.54%,$19.02 M,-5.11%
1384,"1,385",no change,SRF,Surfstitch Group Limited,$0.068,0.00,0.00%,$18.96 M,0.00%
1385,"1,386",no change,BUG,Buderim Group Limited,$0.22,0.00,0.00%,$18.92 M,-31.25%
1386,"1,387",up,SHO,Sportshero Limited,$0.07,+0.008,+12.90%,$18.92 M,-33.33%
1387,"1,388",no change,AUQ,Alara Resources Limited,$0.03,0.00,0.00%,$18.87 M,+42.86%
1388,"1,389",no change,DCL,Domacom Limited,$0.13,0.00,0.00%,$18.80 M,+106.35%
1389,"1,390",up,HYD,HYDRIX Limited,$0.028,+0.005,+21.74%,$18.74 M,-47.17%
1390,"1,391",no change,SKP,Skyland Pet Group Chess Depositary Interests 1:1,$0.06,0.00,0.00%,$18.67 M,0.00%
1391,"1,392",no change,MRV,Moreton Resources,$0.006,0.00,0.00%,$18.64 M,-23.61%
1392,"1,393",down,YBR,Yellow Brick Road,$0.065,-0.003,-4.41%,$18.46 M,-45.83%
1393,"1,394",no change,ODM,Odin Metals Limited,$0.12,0.00,0.00%,$18.45 M,-50.00%
1394,"1,395",no change,AYK,Amyf Four Limited,$18.50,0.00,0.00%,$18.42 M,-9.76%
1395,"1,396",no change,BDA,Bod Australia,$0.265,0.00,0.00%,$18.39 M,-37.65%
1396,"1,397",up,EUC,European Cobalt Limited,$0.024,+0.001,+4.35%,$18.28 M,-60.00%
1397,"1,398",up,AV1,Adveritas Limited,$0.115,+0.005,+4.55%,$18.27 M,+145.89%
1398,"1,399",down,POU,Betashares Pound ETF ETF Units FP,$18.30,-0.04,-0.22%,$18.24 M,+2.18%
1399,"1,400",no change,EMN,Euromanganese Chess Depositary Interests 1:1,$0.235,0.00,0.00%,$18.23 M,-26.56%
1400,"1,401",up,ONE,Oneview Healthcare Chess Depositary Interests 1:1,$0.27,+0.01,+3.85%,$18.22 M,-85.54%
1401,"1,402",no change,PG1,Pearl Global Limited,$0.145,0.00,0.00%,$18.19 M,-46.30%
1402,"1,403",no change,HAW,Hawthorn Resources,$0.055,0.00,0.00%,$17.96 M,+10.00%
1403,"1,404",down,TAS,Tasman Resources Limited,$0.034,-0.001,-2.86%,$17.95 M,-39.18%
1404,"1,405",down,XTE,Xtek Limited,$0.44,-0.01,-2.22%,$17.86 M,-19.27%
1405,"1,406",no change,ID8,Identitii Limited,$0.56,0.00,0.00%,$17.83 M,-33.73%
1406,"1,407",up,KSS,Kleos Chess Depositary Interests 1:1,$0.25,+0.02,+8.70%,$17.77 M,+56.25%
1407,"1,408",no change,AYI,A1 Invest & Res Limited,$0.001,0.00,0.00%,$17.75 M,0.00%
1408,"1,409",no change,AON,Apollo Minerals Limited,$0.105,0.00,0.00%,$17.64 M,-60.38%
1409,"1,410",no change,NVO,Nvoi Limited,$0.017,0.00,0.00%,$17.62 M,+25.26%
1410,"1,411",no change,SHU,Shenhua Limited,$0.14,0.00,0.00%,$17.62 M,0.00%
1411,"1,412",no change,GBI,Genera Biosystems,$0.16,0.00,0.00%,$17.61 M,-3.03%
1412,"1,413",no change,DVL,Dorsavi Limited,$0.086,0.00,0.00%,$17.55 M,-33.86%
1413,"1,414",no change,VLT,Vault Intelligence,$0.17,0.00,0.00%,$17.50 M,-15.00%
1414,"1,415",no change,DRX,Diatreme Resources,$0.012,0.00,0.00%,$17.49 M,-36.84%
1415,"1,416",no change,IOD,Iodm Limited,$0.034,0.00,0.00%,$17.48 M,+183.33%
1416,"1,417",down,COB,Cobalt Blue Limited,$0.14,-0.005,-3.45%,$17.44 M,-88.93%
1417,"1,418",no change,VML,Vital Metals Limited,$0.01,0.00,0.00%,$17.43 M,+11.11%
1418,"1,419",no change,NMM,Noble Metals Limited,$0.115,0.00,0.00%,$17.40 M,0.00%
1419,"1,420",no change,BST,Barrack ST Invest,$0.95,0.00,0.00%,$17.40 M,+7.96%
1420,"1,421",down,EN1,Engage:BDR Limited,$0.034,-0.002,-5.56%,$17.40 M,-76.55% 
1421,"1,422",no change,ADO,Anteo Diagnostics,$0.015,0.00,0.00%,$17.40 M,+15.39%
1422,"1,423",down,RTR,Rumble Res Limited,$0.045,-0.004,-8.16%,$17.36 M,-8.16%
1423,"1,424",down,KAM,K2 Asset MGMT Holdings,$0.072,-0.001,-1.37%,$17.36 M,-50.35%
1424,"1,425",no change,AXI,Axiom Properties,$0.04,0.00,0.00%,$17.35 M,-28.57%
1425,"1,426",no change,COY,Coppermoly Limited,$0.01,0.00,0.00%,$17.23 M,+2.77%
1426,"1,427",up,IVZ,Invictus Energy Limited,$0.044,+0.001,+2.33%,$17.20 M,+10.00%
1427,"1,428",up,MEL,Metgasco Limited,$0.044,+0.001,+2.33%,$17.19 M,-22.81%
1428,"1,429",no change,BHD,Benjamin Horngld Limited,$0.71,0.00,0.00%,$17.15 M,-14.46%
1429,"1,430",up,INF,Infinity Lithium,$0.09,+0.001,+1.12%,$17.12 M,-7.22%
1430,"1,431",no change,FZR,Fitzroy River Corp,$0.195,0.00,0.00%,$17.00 M,-25.00%
1431,"1,432",down,IAU,Intrepid Mines,$0.34,-0.005,-1.45%,$16.94 M,-68.52%
1432,"1,433",down,TSN,Transaction Limited,$0.007,-0.001,-12.50%,$16.89 M,-12.50%
1433,"1,434",up,GAL,Galileo Mining Limited,$0.19,+0.06,+46.15%,$16.85 M,-39.68%
1434,"1,435",no change,CDY,Cellmid Limited,$0.20,0.00,0.00%,$16.82 M,-60.00%
1435,"1,436",up,ABX,Aust Bauxite Limited,$0.115,+0.005,+4.55%,$16.79 M,0.00%
1436,"1,437",up,EMV,Emvision Medical,$0.41,+0.01,+2.50%,$16.72 M,+34.43%
1437,"1,438",no change,IS3,I Synergy Group Limited,$0.09,0.00,0.00%,$16.70 M,-47.06%
1438,"1,439",up,CLA,Celsius Resource Limited,$0.022,+0.003,+15.79%,$16.66 M,-88.72%
1439,"1,440",up,SEI,Speciality Metalint,$0.03,+0.004,+15.39%,$16.65 M,+36.36%
1440,"1,441",up,PTX,Prescient Limited,$0.042,+0.001,+2.44%,$16.56 M,-65.79%
1441,"1,442",up,GOVT,SPDR GOVT Bond ETF Units FP,$27.22,+0.03,+0.11%,$16.49 M,+6.41%
1442,"1,443",down,LBT,LBT Innovations,$0.082,-0.001,-1.21%,$16.48 M,-31.67%
1443,"1,444",down,IHEB,Ishares Usdembond Au ETF Units FP,$102.44,-0.26,-0.25%,$16.43 M,+2.04%
1444,"1,445",no change,TPP,Tempo Australia,$0.068,0.00,0.00%,$16.37 M,-64.21%
1445,"1,446",down,IBG,Ironbark ZINC Limited,$0.023,-0.002,-8.00%,$16.32 M,-47.73%
1446,"1,447",no change,AJY,Asaplus Resources Chess Depositary Interests 1:1,$0.12,0.00,0.00%,$16.32 M,0.00%
1447,"1,448",up,AS1,Angel Seafood,$0.185,+0.005,+2.78%,$16.28 M,+37.04%
1448,"1,449",no change,RWD,Reward Minerals Limited,$0.10,0.00,0.00%,$16.26 M,-50.59%
1449,"1,450",no change,CTM,Centaurus Metals Limited,$0.006,0.00,0.00%,$16.23 M,-60.00%
1450,"1,451",no change,GFI,Global Fortune Limited,$0.255,0.00,0.00%,$16.16 M,-22.73%
1451,"1,452",up,SES,Secos Group Limited,$0.053,+0.002,+3.92%,$16.09 M,-39.82%
1452,"1,453",up,NTM,NTM Gold Limited,$0.039,+0.004,+11.43%,$16.06 M,-20.41%
1453,"1,454",no change,TCO,Transmetro Corp. Limited,$1.20,0.00,0.00%,$16.06 M,+11.11%
1454,"1,455",up,GID,Gi Dynamics Inc Cdi Forus,$0.029,+0.003,+11.54%,$16.04 M,+16.00%
1455,"1,456",down,FEX,FENIX Resources Limited,$0.078,-0.001,-1.27%,$15.98 M,+766.67%
1456,"1,457",down,CGN,Crater Gold Min Limited,$0.013,-0.001,-7.14%,$15.96 M,-27.78%
1457,"1,458",no change,DTR,Dateline Resources,$0.002,0.00,0.00%,$15.94 M,-85.90%
1458,"1,459",up,HCT,Holista Colltech Limited,$0.068,+0.008,+13.33%,$15.91 M,-26.09%
1459,"1,460",no change,AEV,Avenira Limited,$0.015,0.00,0.00%,$15.88 M,-37.50%
1460,"1,461",down,SDX,Sienna Cancer,$0.06,-0.001,-1.64%,$15.88 M,-34.40%
1461,"1,462",no change,JAY,Jayride Group,$0.255,0.00,0.00%,$15.85 M,-36.25%
1462,"1,463",no change,PIN,Pinchme.com Chess Depositary Interests 355:1 US Prohibited,$0.135,0.00,0.00%,$15.81 M,-65.39%
1463,"1,464",up,TLM,Talisman Mining,$0.085,+0.001,+1.19%,$15.78 M,-60.47%
1464,"1,465",down,TMT,Technology Metals,$0.18,-0.01,-5.26%,$15.76 M,-60.44%
1465,"1,466",no change,FEI,Fe INV Group Limited,$0.087,0.00,0.00%,$15.75 M,-27.50%
1466,"1,467",down,CXX,Cradle Resources Limited,$0.085,-0.001,-1.16% ,$15.72 M,-5.56%
1467,"1,468",down,ACW,Actinogen Medical,$0.014,-0.001,-6.67%,$15.67 M,-67.44%
1468,"1,469",no change,CLT,Cellnet Group,$0.25,0.00,0.00%,$15.65 M,-33.33%
1469,"1,470",no change,BUX,Buxton Resources Limited,$0.115,0.00,0.00%,$15.65 M,-11.54%
1470,"1,471",no change,AZM,Azumah Resources,$0.02,0.00,0.00%,$15.64 M,-37.50%
1471,"1,472",no change,TB8,Tianmei BG Corp Limited,$0.13,0.00,0.00%,$15.60 M,0.00%
1472,"1,473",up,EXR,Elixir Petroleum Limited,$0.04,+0.002,+5.26%,$15.59 M,-36.29%
1473,"1,474",no change,VIG,Victor Group Holdings,$0.03,0.00,0.00%,$15.59 M,0.00%
1474,"1,475",no change,IOR,Indiore Limited,$0.069,0.00,0.00%,$15.59 M,-69.33%
1475,"1,476",no change,PSZ,PS&C Limited,$0.062,0.00,0.00%,$15.51 M,-60.00%
1476,"1,477",up,RCL,Readcloud,$0.35,+0.01,+2.94%,$15.46 M,+16.67%
1477,"1,478",no change,PRO,Prophecy Internation,$0.24,0.00,0.00%,$15.36 M,-56.36%
1478,"1,479",down,UBE,Ubs IQ MSCI Europe ETF Units FP,$22.31,-0.25,-1.11%,$15.33 M,-2.49%
1479,"1,480",no change,CZL,Cons ZINC Limited,$0.013,0.00,0.00%,$15.30 M,+62.50%
1480,"1,481",no change,BLA,Blue Sky Limited,$0.195,0.00,0.00%,$15.15 M,-93.43%
1481,"1,482",up,BAR,Barra Resources,$0.028,+0.001,+3.70%,$15.09 M,-49.09%
1482,"1,483",no change,NMS,Neptune Marine,$0.245,0.00,0.00%,$15.05 M,-65.73%
1483,"1,484",no change,FPP,Fat Prophets G P F Ordinary Units FP,$0.99,0.00,0.00%,$15.02 M,-9.17%
1484,"1,485",no change,LEX,Lefroy Exploration 50c US,$0.185,0.00,0.00%,$14.98 M,+68.18%
1485,"1,486",down,BEE,Broo Limited,$0.024,-0.001,-4.00%,$14.84 M,-83.45%
1486,"1,487",down,EMKT,Vaneck Emerging MKT ETF Units FP,$18.54,-0.06,-0.32%,$14.83 M,-9.16%
1487,"1,488",no change,DSE,Dropsuite Limited,$0.03,0.00,0.00%,$14.81 M,+11.11%
1488,"1,489",no change,DKM,Duketon Mining,$0.125,0.00,0.00%,$14.75 M,-51.92%
1489,"1,490",no change,WHK,Whitehawk Limited,$0.13,0.00,0.00%,$14.74 M,+47.51%
1490,"1,491",no change,AOW,American Patriot Oil,$0.021,0.00,0.00%,$14.74 M,-23.77%
1491,"1,492",up,E25,Element 25 Limited,$0.175,+0.01,+6.06%,$14.69 M,-39.66%
1492,"1,493",no change,LHM,Land Homes Group Limited,$0.014,0.00,0.00%,$14.69 M,-41.67%
1493,"1,494",down,ENE,Enevis Limited,$0.22,-0.01,-4.35%,$14.65 M,+18.92%
1494,"1,495",down,RXM,REX Minerals Limited,$0.051,-0.001,-1.92%,$14.65 M,-70.86%
1495,"1,496",up,PGM,Platina Resources,$0.055,+0.003,+5.77%,$14.53 M,-35.29%
1496,"1,497",up,KAI,Kairos Minerals Limited,$0.017,+0.001,+6.25%,$14.49 M,-55.26%
1497,"1,498",no change,AXE,Archer Exploration,$0.075,0.00,0.00%,$14.40 M,-44.44%
1498,"1,499",no change,RBR,RBR Group Limited,$0.02,0.00,0.00%,$14.33 M,+150.00%
1499,"1,500",down,FPL,Fremont Petroleum,$0.009,-0.001,-10.00%,$14.32 M,0.00%
1500,"1,501",no change,CFE,Cape Lambert Res Limited,$0.014,0.00,0.00%,$14.19 M,-56.25%
1501,"1,502",no change,YOW,Yowie Group,$0.065,0.00,0.00%,$14.15 M,-27.78%
1502,"1,503",no change,ESH,Esports Mogul Asia,$0.011,0.00,0.00%,$14.11 M,-47.62%
1503,"1,504",no change,ODY,Odyssey Energy,$0.043,0.00,0.00%,$14.08 M,-33.85%
1504,"1,505",no change,INV,Investsmart Group,$0.105,0.00,0.00%,$14.01 M,-47.50%
1505,"1,506",down,BGT,Bio-Gene Technology,$0.12,-0.01,-7.69%,$13.98 M,-7.69%
1506,"1,507",up,AGS,Alliance Resources,$0.095,+0.003,+3.26%,$13.95 M,-16.26%
1507,"1,508",down,VVLU,VNGD Globvlu ATV ETF Trading Managed Units FP,$48.77,-0.66,-1.34%,$13.94 M,-8.12%
1508,"1,509",no change,MIG,Migme Limited,$0.044,0.00,0.00%,$13.91 M,0.00%
1509,"1,510",no change,RDG,Res DEV Group Limited,$0.022,0.00,0.00%,$13.90 M,+29.41%
1510,"1,511",no change,BCB,Bowen Coal Limited,$0.024,0.00,0.00%,$13.88 M,+50.00%
1511,"1,512",no change,AUMF,Ishares Edge Au MF ETF Units FP,$28.59,0.00,0.00%,$13.86 M,-2.56%
1512,"1,513",no change,UCW,UCW Limited,$0.125,0.00,0.00% ,$13.85 M,-25.42%
1513,"1,514",no change,FHS,Freehill Mining Limited,$0.017,0.00,0.00%,$13.78 M,-72.31%
1514,"1,515",no change,DTZ,DOTZ Nano Limited,$0.063,0.00,0.00%,$13.74 M,-32.98%
1515,"1,516",no change,SRI,Sipa Resources Limited,$0.008,0.00,0.00%,$13.66 M,0.00%
1516,"1,517",down,DEM,De.Mem Limited,$0.11,-0.015,-12.00%,$13.62 M,-35.29%
1517,"1,518",no change,FCC,First Cobalt Corp Chess Depositary Interests 1:1,$0.15,0.00,0.00%,$13.62 M,-81.25%
1518,"1,519",no change,VIV,Vivid Technology Limited,$0.025,0.00,0.00%,$13.61 M,-56.14%
1519,"1,520",no change,CSD,Consolidated Tin Min,$0.025,0.00,0.00%,$13.61 M,0.00%
1520,"1,521",no change,WPG,WPG Res Limited,$0.015,0.00,0.00%,$13.61 M,-28.57%
1521,"1,522",no change,FGF,First Growth Funds,$0.009,0.00,0.00%,$13.60 M,-35.71%
1522,"1,523",up,LCM,Logicamms Limited,$0.165,+0.005,+3.13%,$13.58 M,-25.00%
1523,"1,524",no change,AUL,Austar Gold Limited,$0.004,0.00,0.00%,$13.56 M,-55.56%
1524,"1,525",no change,FYI,FYI Resources Limited,$0.069,0.00,0.00%,$13.56 M,-46.92%
1525,"1,526",no change,PFG,Prime Financial,$0.071,0.00,0.00%,$13.56 M,-45.39%
1526,"1,527",no change,VMS,Venture Minerals,$0.026,0.00,0.00%,$13.54 M,-27.78%
1527,"1,528",no change,VN8,VONEX Limited,$0.12,0.00,0.00%,$13.52 M,-29.41%
1528,"1,529",down,QMIX,SPDR MSCI World QMIX ETF Units FP,$20.50, -0.04,-0.20%,$13.48 M,+9.86%
1529,"1,530",down,MZZ,Matador Mining Limited,$0.20,-0.01,-4.76%,$13.42 M,-24.53%
1530,"1,531",up,CBY,Canterbury Resources,$0.275,+0.015,+5.77%,$13.42 M,+3.77%
1531,"1,532",down,ALT,Analytica Limited,$0.004,-0.001,-20.00%,$13.35 M,-50.00%
1532,"1,533",up,CLB,Candy Club,$0.135,+0.025,+22.73%,$13.28 M,-42.55%
1533,"1,534",up,CAF,Centrepoint Alliance,$0.089,+0.001,+1.14%,$13.25 M,-76.27%
1534,"1,535",down,VGMF,Vanguardmultifactor Trading Managed Units FP,$49.90,-0.36,-0.72%,$13.22 M,-0.40%
1535,"1,536",up,HWK,Hawkstone MNG Limited,$0.023,+0.003,+15.00%,$13.12 M,-28.13%
1536,"1,537",no change,1ST,1ST Group Limited,$0.05,0.00,0.00%,$13.07 M,+25.00%
1537,"1,538",no change,BMT,Berkut Minerals Limited,$0.135,0.00,0.00%,$12.96 M,-3.57%
1538,"1,539",down,GML,Gateway Mining,$0.012,-0.001,-7.69%,$12.93 M,-52.00%
1539,"1,540",down,SYT,Syntonic Limited,$0.004,-0.001,-20.00%,$12.93 M,-75.00%
1540,"1,541",no change,PIL,Peppermint INV Limited,$0.013,0.00,0.00%,$12.84 M,-50.00%
1541,"1,542",no change,IHL,Imhealth Limited,$0.022,0.00,0.00%,$12.80 M,-19.51%
1542,"1,543",no change,MEP,Minotaur Exploration,$0.042,0.00,0.00%,$12.73 M,-40.00%
1543,"1,544",no change,TZL,TZ Limited,$0.18,0.00,0.00%,$12.70 M,-12.20%
1544,"1,545",no change,WSI,Weststar Industrial,$0.025,0.00,0.00%,$12.69 M,+31.58%
1545,"1,546",no change,IME,Imexhs Limited,$0.032,0.00,0.00%,$12.66 M,+45.46%
1546,"1,547",no change,MEM,Memphasys Limited,$0.023,0.00,0.00%,$12.65 M,+55.81%
1547,"1,548",down,INP,Incentiapay Limited,$0.052,-0.004,-7.14%,$12.62 M,-82.07%
1548,"1,549",no change,SVH,Silver Heritage Group,$0.01,0.00,0.00%,$12.61 M,-83.61%
1549,"1,550",no change,VMG,VDM Group Limited,$0.002,0.00,0.00%,$12.56 M,0.00%
1550,"1,551",up,DXB,Dimerix Limited,$0.079,+0.001,+1.28%,$12.55 M,-31.30%
1551,"1,552",no change,LRT,Lowell Res Fund Ordinary Units FP,$4.50,0.00,0.00%,$12.51 M,-43.75%
1552,"1,553",up,UBP,Ubs IQ MSCI Asia ETF Units FP,$26.47,+0.07,+0.27%,$12.45 M,-2.33%
1553,"1,554",down,CAP,Carpentaria Resource,$0.058,-0.002,-3.33%,$12.40 M,-27.50%
1554,"1,555",up,SCT,Scout Security Limited,$0.13,+0.01,+8.33%,$12.37 M,-33.33%
1555,"1,556",no change,PMY,Pacifico Min Limited,$0.006,0.00,0.00%,$12.34 M,-50.00%
1556,"1,557",no change,CAS,Crusader Resources,$0.02,0.00,0.00%,$12.34 M,-50.00%
1557,"1,558",down,CPV,Clearvue Technologie,$0.21,-0.01,-4.55%,$12.33 M,0.00%
1558,"1,559",no change,ICG,Inca Minerals Limited,$0.004,0.00,0.00%,$12.32 M,-20.00%
1559,"1,560",up,CI1,Credit Intelligence,$0.015,+0.002,+15.39%,$12.31 M,-13.50%
1560,"1,561",up,AZS,AZURE Minerals,$0.11,+0.01,+10.00%,$12.21 M,-56.00%
1561,"1,562",no change,BCC,Beam Communications,$0.23,0.00,0.00%,$12.16 M,+27.78%
1562,"1,563",up,FRM,Farm Pride Foods,$0.22,+0.01,+4.76%,$12.14 M,-75.96%
1563,"1,564",no change,RCO,Royalco Resources,$0.23,0.00,0.00%,$12.12 M,-13.21%
1564,"1,565",up,BC8,Black Cat Syndicate,$0.21,+0.005,+2.44%,$12.10 M,-28.81%
1565,"1,566",up,AEE,Aura Energy,$0.01,+0.002,+25.00%,$12.07 M,-58.33%
1566,"1,567",down,VMC,Venus Metals Cor Limited,$0.13,-0.01,-7.14%,$12.06 M,+4.00%
1567,"1,568",no change,BRK,Brookside Energy Limited,$0.012,0.00,0.00%,$11.99 M,-14.29%
1568,"1,569",no change,AUC,Ausgold Limited,$0.016,0.00,0.00%,$11.95 M,-51.52%
1569,"1,570",up,ICN,Icon Energy Limited,$0.02,+0.002,+11.11%,$11.95 M,-20.00%
1570,"1,571",up,AFR,African Energy Res Chess Depositary Interests 1:1,$0.019,+0.001,+5.56%,$11.91 M,-32.14%
1571,"1,572",up,9SP,9 Spokes Int Limited,$0.024,+0.008,+50.00%,$11.89 M,-39.00%
1572,"1,573",no change,EVE,EVE Investments Limited,$0.005,0.00,0.00%,$11.88 M,-58.33%
1573,"1,574",up,JCS,Jcurve Solutions,$0.036,+0.002,+5.88%,$11.80 M,+33.33%
1574,"1,575",no change,ICS,Icsglobal Limited,$1.115,0.00,0.00% ,$11.80 M,-11.51%
1575,"1,576",no change,AIQ,Alternative Invest Ordinary Units FP,$0.095,0.00,0.00%,$11.80 M,+6.74%
1576,"1,577",no change,QST,QUEST Investments,$0.24,0.00,0.00%,$11.80 M,0.00%
1577,"1,578",up,IAM,Intiger Group Limited,$0.007,+0.001,+16.67%,$11.75 M,-69.57%
1578,"1,579",down,ADY,Admiralty Resources,$0.01,-0.003,-23.08%,$11.59 M,-41.18%
1579,"1,580",no change,WRM,White Rock Min Limited,$0.007,0.00,0.00%,$11.46 M,-22.22%
1580,"1,581",no change,MEU,Marmota Limited,$0.016,0.00,0.00%,$11.45 M,-20.00%
1581,"1,582",no change,MBM,Mobecom Limited,$0.08,0.00,0.00%,$11.43 M,-66.67%
1582,"1,583",no change,AU1,The Agency Group Aus,$0.11,0.00,0.00%,$11.42 M,-60.89%
1583,"1,584",down,HPR,High Peak Royalties,$0.06,-0.006,-9.09%,$11.34 M,+46.34%
1584,"1,585",no change,RXL,ROX Resources,$0.009,0.00,0.00%,$11.33 M,-35.71%
1585,"1,586",up,SVT,Servtech Global Limited,$0.018,+0.001,+5.88%,$11.25 M,-10.00%
1586,"1,587",up,RHY,RHYTHM Biosciences,$0.18,+0.005,+2.86%,$11.21 M,+5.88%
1587,"1,588",no change,REZ,Resourc & En Group Limited,$0.105,0.00,0.00%,$11.20 M,0.00%
1588,"1,589",down,KZR,Kalamazoo Resources,$0.125,-0.005,-3.85%,$11.19 M,+56.25%
1589,"1,590",no change,ZMI,ZINC of Ireland NL,$0.092,0.00,0.00%,$11.18 M,-8.00%
1590,"1,591",no change,GLE,GLG Corp Limited,$0.15,0.00,0.00%,$11.12 M,-9.09%
1591,"1,592",no change,ACDC,ETFs Batt Tech Lith ETF Units FP,$48.22,0.00,0.00%,$11.09 M,-5.36%
1592,"1,593",no change,BTC,BTC Health Limited,$0.085,0.00,0.00%,$11.08 M,-57.50%
1593,"1,594",no change,BAH,Bojun Agriculture,$0.09,0.00,0.00%,$10.94 M,-70.00%
1594,"1,595",no change,RHI,Red Hill Iron,$0.20,0.00,0.00%,$10.92 M,-56.52%
1595,"1,596",down,BXN,Bioxyne Limited,$0.017,-0.002,-10.53%,$10.88 M,-74.24%
1596,"1,597",no change,NVA,Nova Minerals Limited,$0.014,0.00,0.00%,$10.84 M,-53.33%
1597,"1,598",no change,SOP,Synertec Corporation,$0.049,0.00,0.00%,$10.81 M,+11.36%
1598,"1,599",no change,PCL,Pancontinental Oil,$0.002,0.00,0.00%,$10.81 M,-50.00%
1599,"1,600",up,CTO,Citigold Corp Limited,$0.005,+0.001,+25.00%,$10.80 M,-44.44%
